pre_post,scenario_number,pretty_scenario_names,rank_hump,rank_blwh,rank_both,rank_dollars,rank_pounds,mean_n_risk_humpback,mean_relative_hump_risk_n,mean_n_risk_blue,mean_relative_blwh_risk_n,mean_n_risk_both,mean_relative_both_risk_n,mean_DCRB_rev,mean_relative_dollars,mean_DCRB_lbs,mean_relative_pounds,mean_cbhump,mean_cbblwh,scenario_rank
2014-2018,10alt,"Delay Statewide, Early Closure BIAs",12,13,13,3,3,0.05729376636401157,28.063336899818285,0.04284930876957132,40.79530044806751,0.050071537566791446,31.681970272355194,2634129.46194647,81.44601301632403,795087.8070254574,83.26002672099735,0.5729802135402084,0.7161863487065789,13
2009-2014,sq,Status Quo,1,2,1,13,13,0.03793297169437423,0,0.02899603729306499,0,0.03346450449371961,0,3409544.0517780157,100,1272899.5767505711,100,NaN,NaN,1
2009-2014,15alt,CenCA <30 fathom Depth Restriction Apr-Jul,2,3,3,9,9,0.03606525269733846,4.587804528932098,0.027741288007562415,4.418654145352621,0.031903270352450434,4.414666214875886,3341559.0324546346,97.74508407722891,1256894.2659651581,98.56919114806651,0.48236039940767333,0.5863936362062805,2
2009-2014,4alt,Early Closure CenCA,3,1,2,12,12,0.03574516796687535,5.230270509310095,0.029528757907185413,-1.0451813890927375,0.03263696293703038,2.311266159473546,3409544.0517780157,100,1272899.5767505711,100,0,0,3
2009-2014,14alt,Statewide <30 fathom Depth Restriction Apr-Jul,4,5,4,8,8,0.03557503499991738,5.958594924248731,0.027371135897137154,6.040484868160942,0.03147308544852727,5.900155669452274,3320269.7340309364,97.23512487225622,1251809.0815837607,98.25087059522664,0.4804812436611937,0.5150886942504438,4
2009-2014,13alt,CenCA 50% Effort Reduction Apr-Jul,5,7,5,7,7,0.034321287346134405,8.843235242565537,0.02638619140147169,9.585642870415143,0.030353739373803045,8.943991064986403,3302836.433026741,96.50771098172575,1249554.2519357256,97.82012829351028,0.3582725784676791,0.37334932950924404,5
2009-2014,5alt,Early Closure BIAs,6,8,6,4,4,0.03381149667794924,9.995577925254963,0.026075756987230574,10.943830191553763,0.029943626832589904,10.200585135014208,3246443.802576722,94.80764231782943,1236788.05711396,96.72970297657739,0.5016290459953315,0.5665341688225267,6
2009-2014,17alt,"CenCA 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",7,9,7,6,6,0.03365013305417661,10.46564713130161,0.025959961347356113,11.098775280305134,0.029805047200766363,10.48124377920362,3268843.9233650505,95.3802530203402,1241551.5965430192,97.10472386754354,0.4092614652183168,0.44990851470876725,7
2009-2014,18alt,"CenCA 50% Effort Reduction, Statewide <30 fathom Depth Restriction Apr-Jul",8,10,10,5,5,0.03315991535675553,11.836437526618235,0.02558980923693085,12.720606003113453,0.029374862296843194,11.966733233780003,3247554.624941352,94.8702938153675,1236466.4121616217,96.78640331470366,0.419282936860977,0.43743428095973785,8
2009-2014,16alt,"Statewide 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",9,11,11,3,3,0.03190845584334363,15.283871135068633,0.023535050860281598,19.858442231602258,0.027721753351812616,17.036146221371435,3190149.2589691817,93.18690472047153,1222801.869284813,95.77824842423557,0.44136949742284565,0.3484754621877649,9
2009-2014,9alt,"Delay CenCA, Early Closure CenCA",10,6,9,11,11,0.031507114661746626,16.4899541146975,0.02824224278906036,6.3877572258439885,0.029874678725403492,11.090778371853249,3395423.627543952,99.59578981790229,1269612.086686147,99.71437844329483,0.023804133328219908,-0.0239064145221305,10
2009-2014,7alt,"Delay Statewide, Early Closure CenCA",11,4,8,10,10,0.031190197944517495,18.081488850973933,0.028591555514218943,5.98813878367275,0.029890876729368222,11.05336562724709,3387684.714854173,99.27116281692166,1267398.397753667,99.49919510302942,0.06159359155100369,-0.01727734184609292,11
2018-2019,sq,Status Quo,1,3,1,13,13,0.02855364522441576,0,0.01175491911059787,0,0.020154282167506817,0,1761991.935,100,511476.65,100,NaN,NaN,1
2018-2019,4alt,Early Closure CenCA,2,6,2,12,12,0.02851500796876554,0.13531461691337343,0.011628254776169262,1.0775432245587413,0.0200716313724674,0.41009049269274955,1761991.935,100,511476.64999999997,99.99999999999999,0,0,2
2018-2019,15alt,CenCA <30 fathom Depth Restriction Apr-Jul,4,5,4,11,11,0.028337447453699552,0.757163469031763,0.011671299068739085,0.7113621205899756,0.02000437326121932,0.7438067257447778,1755465.932235023,99.62962357344858,510208.8380184332,99.75212710461625,0.4891630958173966,0.5206580668706975,3
2018-2019,14alt,Statewide <30 fathom Depth Restriction Apr-Jul,3,4,3,10,10,0.028337447453699552,0.757163469031763,0.011671299068739085,0.7113621205899756,0.02000437326121932,0.7438067257447778,1754976.0036635946,99.60181819240816,510099.75230414746,99.73079950065119,0.525886184262194,0.5597455867647317,4
2018-2019,5alt,Early Closure BIAs,5,7,5,6,6,0.0280384413572819,1.8043365849951698,0.011596699739060525,1.3459843496047563,0.019817570548171213,1.6706703644273513,1741735.3330302848,98.8503578496961,507709.0552167712,99.26338870342785,0.6371550407303758,0.8541274277382891,5
2018-2019,17alt,"CenCA 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",6,10,6,8,8,0.027694442978731894,3.0090807633526784,0.011357820481105781,3.378148550031934,0.019526131729918836,3.1167095526761,1744005.0536175116,98.97917345561015,508133.2190092166,99.34631796177138,0.339248635936397,0.3021852145549367,6
2018-2019,18alt,"CenCA 50% Effort Reduction, Statewide <30 fathom Depth Restriction Apr-Jul",7,11,7,7,7,0.027694442978731894,3.0090807633526784,0.011357820481105781,3.378148550031934,0.019526131729918836,3.1167095526761,1743515.125046083,98.9513680745697,508024.13329493086,99.32499035780633,0.34848912604855703,0.3104161672879622,7
2018-2019,13alt,CenCA 50% Effort Reduction Apr-Jul,8,12,8,9,9,0.02767297370906448,3.0842700062625683,0.011351708115758325,3.430146911653542,0.019512340912411403,3.1851357927813795,1747268.055,99.16436166888583,508767.125,99.47025440946327,0.2709355307471188,0.24361590119512963,8
2018-2019,16alt,"Statewide 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",9,13,9,5,5,0.02729836773430574,4.396207490301974,0.011219695379544386,4.553189401115853,0.019259031556925064,4.441987083147492,1738273.7656883865,98.65390023413396,507008.4066614868,99.12640326034175,0.3061956854483181,0.29563886921465504,9
2009-2014,10alt,"Delay Statewide, Early Closure BIAs",13,12,12,1,1,0.027164196039538423,27.600268552535766,0.01921500050734073,37.582083778843426,0.023189598273439575,30.30031039972282,3157488.987548619,91.78163459070376,1214098.9433627713,94.60865292926778,0.3048948683973339,0.4219648838783502,12
2009-2014,11alt,"Delay CenCA, Early Closure BIAs",12,13,13,2,2,0.027137507590878452,26.93574318779081,0.017950026875054356,41.04646978885431,0.022543767232966402,32.04474525284251,3160053.8934509084,91.89896152375623,1214964.4055196543,94.69361556447814,0.3052885660035625,0.2111150618659181,13
2018-2019,7alt,"Delay Statewide, Early Closure CenCA",10,8,10,3,3,0.026122948295303445,8.51273772580835,0.011522513381882675,1.9770933898274667,0.01882273083859306,6.606791141688562,1721216.0153834068,97.68580554731125,503877.89063482085,98.51434872634378,0.271850787282302,1.1705033584127775,10
2018-2019,9alt,"Delay CenCA, Early Closure CenCA",11,9,11,4,4,0.026122948295303445,8.51273772580835,0.011522513381882675,1.9770933898274667,0.01882273083859306,6.606791141688562,1721216.0153834068,97.68580554731125,503877.89063482085,98.51434872634378,0.271850787282302,1.1705033584127775,11
2018-2019,10alt,"Delay Statewide, Early Closure BIAs",12,1,12,1,1,0.025481517634211595,10.759143240938073,0.011949432515886317,-1.6547404831827484,0.018715475075048955,7.1389647147916735,1686758.5533334357,95.73020851162045,495806.0645759654,96.93620707337575,0.39685236944640556,-2.5803390512130235,12
2018-2019,11alt,"Delay CenCA, Early Closure BIAs",13,2,13,2,2,0.025481517634211595,10.759143240938073,0.011949432515886317,-1.6547404831827484,0.018715475075048955,7.1389647147916735,1686758.5533334357,95.73020851162045,495806.0645759654,96.93620707337575,0.39685236944640556,-2.5803390512130235,13
