pre_post,scenario_number,pretty_scenario_names,rank_hump,rank_blwh,rank_both,rank_dollars,rank_pounds,mean_n_risk_humpback,mean_relative_hump_risk_n,mean_n_risk_blue,mean_relative_blwh_risk_n,mean_n_risk_both,mean_relative_both_risk_n,mean_DCRB_rev,mean_relative_dollars,mean_DCRB_lbs,mean_relative_pounds,mean_bchump,mean_bcblwh,scenario_rank
2009-2014,5alt,Early Closure BIAs,6,6,6,5,5,0.09543959036786756,9.453870522001694,0.07451419882835986,10.194999852634876,0.08497689459811371,9.655537847896898,12479160.688583504,95.92973402234234,4850250.421439588,97.50563543295532,2.519215940957992,2.7568502261431695,6
2018-2019,15alt,CenCA <30 fathom Depth Restriction Apr-Jul,3,3,3,11,11,0.09494348283663046,1.5851182548129117,0.04024829156209326,1.307996347428364,0.06759588719936185,1.5027784078161965,10458160.949275173,99.2985742242625,3043255.939069596,99.55076023313973,1.5851182548129117,1.307996347428364,3
2009-2014,17alt,"CenCA 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",7,7,7,6,6,0.09487849734277932,10.056060262765136,0.07329954863437284,11.781673035494364,0.08408902298857608,10.568011825737203,12540859.229952442,96.41980066757901,4863183.717432991,97.82533365606676,3.1297058491195555,4.060540979456519,7
2018-2019,14alt,Statewide <30 fathom Depth Restriction Apr-Jul,4,4,4,9,9,0.09458957661173216,1.951964279749474,0.04011957360626323,1.6236229858244355,0.0673545751089977,1.8544058724779156,10441328.893841349,99.13875653605237,3039961.0495321807,99.4429780534936,1.951964279749474,1.6236229858244355,4
2018-2019,5alt,Early Closure BIAs,5,5,5,7,7,0.09362470463002354,2.952114675985651,0.039759404508958554,2.506786183246079,0.06669205456949104,2.8197964471544323,10406432.676342713,98.80742250321035,3033586.548001223,99.23445583708477,2.475406993618919,2.101990176734172,5
2018-2019,13alt,CenCA 50% Effort Reduction Apr-Jul,6,6,6,10,10,0.09349197551350273,3.0896967397173514,0.039558012930560764,3.000614309097538,0.06652499422203174,3.063228122434236,10452963.705,99.24922721679886,3042219.625,99.51686040495107,3.0896967397173514,3.000614309097538,6
2018-2019,17alt,"CenCA 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",7,9,7,8,8,0.09320281000805779,3.389434943677272,0.03945369351037886,3.256413802642333,0.06632825175921833,3.3499110370200147,10416026.499637587,98.8985143289301,3035353.019534798,99.29224052152092,3.0771484665661117,2.956383263233296,7
2009-2014,18alt,"CenCA 50% Effort Reduction, Statewide <30 fathom Depth Restriction Apr-Jul",8,8,8,4,4,0.09303361458569658,11.753710567495983,0.07168481621276637,13.977496432983065,0.08235921539923148,12.460789160851746,12423239.946425227,95.62431851853441,4835051.758147192,97.33415613667007,2.812500808376905,3.516184480656871,8
2018-2019,18alt,"CenCA 50% Effort Reduction, Statewide <30 fathom Depth Restriction Apr-Jul",8,10,8,6,6,0.09284890378315949,3.7562809686138454,0.039324975554548836,3.5720404410384043,0.06608693966885416,3.701538501681756,10399194.444203762,98.73869664071998,3032058.1299973824,99.1844583418748,2.9780947945449157,2.8320232517872643,8
2018-2019,16alt,"Statewide 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",9,13,9,3,3,0.09177876391706055,4.865548137105624,0.038942849442879526,4.509043979447702,0.06536080667997005,4.759621838920491,10355150.584576601,98.32050720134119,3023799.765220084,98.91431133211854,2.8970342361640893,2.6847652952417973,9
2009-2014,16alt,"Statewide 50% Effort Reduction, <30 fathom Depth Restriction Apr-Jul",9,11,9,3,3,0.08984302008288729,14.826183997388567,0.06740995266138732,19.52023599283948,0.0786264863721373,16.543696196627184,12208092.192079375,94.02984834151766,4786053.964175636,96.38808582257867,2.541888898376712,3.4267766215253435,9
2018-2019,7alt,"Delay Statewide, Early Closure CenCA",10,11,10,4,4,0.0881200224713193,8.658063388925719,0.039180715790249634,3.9257768266728443,0.06365036913078446,7.251982739589524,10361258.140383407,98.3784974719588,3024991.390634821,98.95329169339122,5.339531230570923,2.4210735159415577,10
2018-2019,9alt,"Delay CenCA, Early Closure CenCA",11,12,11,5,5,0.0881200224713193,8.658063388925719,0.039180715790249634,3.9257768266728443,0.06365036913078446,7.251982739589524,10361258.140383407,98.3784974719588,3024991.390634821,98.95329169339122,5.339531230570923,2.4210735159415577,11
2018-2019,10alt,"Delay Statewide, Early Closure BIAs",12,7,12,1,1,0.08563915361621467,11.22963973841099,0.03951508541020234,3.1058759942916403,0.0625771195132085,8.815866428168494,10190202.19559097,96.75434849272067,2987398.004411569,97.7235396603082,3.4599031082743172,0.9569345283453243,12
2018-2019,11alt,"Delay CenCA, Early Closure BIAs",13,8,13,2,2,0.08563915361621467,11.22963973841099,0.03951508541020234,3.1058759942916403,0.0625771195132085,8.815866428168494,10190202.19559097,96.75434849272067,2987398.004411569,97.7235396603082,3.4599031082743172,0.9569345283453243,13
2009-2014,9alt,"Delay CenCA, Early Closure CenCA",10,9,10,11,11,0.08369092856631824,19.52183470322625,0.0689927797996833,17.323555325422575,0.07634185418300077,17.650345852858678,12903169.526312469,99.71113912597457,4947611.211886572,99.80725240785351,18.181144248594148,18.375681690950678,10
2009-2014,7alt,"Delay Statewide, Early Closure CenCA",11,10,11,10,10,0.0814999314937133,22.030013202757605,0.0676381958991895,18.918560600849634,0.0745690636964514,19.290223905363934,12863414.619292973,99.2504871519756,4936812.663986823,99.49506842954113,20.423022599230556,20.210020586727257,11
2009-2014,11alt,"Delay CenCA, Early Closure BIAs",12,13,13,2,2,0.07425984728101175,28.21322482883503,0.0457006629970173,45.58623926698059,0.05998025513901452,35.224761556411025,12254895.268807577,93.92485031343074,4791217.702883392,96.17107772777034,5.528411713446417,8.422191898239774,12
2009-2014,10alt,"Delay Statewide, Early Closure BIAs",13,12,12,1,1,0.07419298097888717,28.69949630370232,0.048129652486674744,42.838316376152825,0.06116131673278096,33.899551912694484,12247972.96990892,93.84515544267026,4789321.993628247,96.11765351065122,5.686168611755949,7.948242895872423,13
